data,tag,spe_tag,caption,label,pred
D:/Weather conditions driving classification data (All)/images/Rainy\frame7643.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's dashboard during a snowstorm,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7644.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | wet'],weather,a view of a snowy day on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7645.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | wet'],weather,a view of a snowstorm driving on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7646.jpg,['traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a snowy day on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7647.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's brake lights on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7648.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's dashboard during a snowstorm,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7649.jpg,['traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a snowstorm on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame765.jpg,['rain | traffic | highway | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7650.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a car's dashboard during a snowstorm,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7651.jpg,['rain | traffic | highway | vehicle | light | road | street | car | snow | drive | snowy | red | wet'],weather,a view of a snowstorm on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7652.jpg,['rain | traffic | highway | vehicle | light | road | street | car | snow | drive | snowy | red | wet'],weather,a view of a snowstorm on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7653.jpg,['rain | traffic | highway | vehicle | light | road | street | car | snow | drive | snowy | red | wet'],weather,a view of a car's dashboard during a snowstorm,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7654.jpg,['rain | traffic | highway | vehicle | light | road | street | car | snow | drive | snowy | red | wet'],weather,a view of a car's dashboard during a snowstorm,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7655.jpg,['rain | traffic | highway | vehicle | light | road | street | car | snow | drive | snowy | wet'],weather,a view of a snowstorm on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7656.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a snowstorm driving on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7657.jpg,['rain | traffic | highway | vehicle | light | road | street | car | truck | snow | drive | snowy | red | wet'],weather,a view of a snowstorm on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7658.jpg,['rain | traffic | highway | vehicle | light | road | street | car | snow | drive | snowy | wet'],weather,a view of a snowstorm on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7659.jpg,['traffic | highway | vehicle | light | road | gas station | street | car | snow | drive | snowy | red'],weather,a car's brake lights are turned on,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame766.jpg,['rain | traffic | highway | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7660.jpg,['traffic | highway | vehicle | light | road | gas station | street | car | snow | drive | travel | snowy | red | white'],weather,a car's brake lights are turned on,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7661.jpg,['traffic | highway | vehicle | light | road | gas station | street | car | snow | drive | snowy | red'],weather,a car's brake lights are turned on,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7662.jpg,['traffic | highway | vehicle | light | road | gas station | street | car | snow | drive | snowy'],weather,a view of a car's brake lights on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7663.jpg,['traffic | highway | vehicle | light | road | gas station | street | car | snow | drive | snowy | white | wet'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7664.jpg,['traffic | highway | city street | vehicle | light | road | gas station | street | car | snow | drive | snowy | wet'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7665.jpg,['traffic | highway | vehicle | light | road | gas station | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7666.jpg,['traffic | vehicle | light | road | gas station | street | car | snow | drive | travel | snowy | wet'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7667.jpg,['rain | traffic | city street | vehicle | light | road | gas station | street | car | snow | drive | snowy | wet'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7668.jpg,['traffic light | rain | traffic | city street | vehicle | light | road | street | car | snow | drive | green | snowy | wet'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7669.jpg,['rain | traffic | intersection | city street | vehicle | road | gas station | street | car | drive | snowy | wet'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame767.jpg,['rain | traffic | highway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7670.jpg,['traffic | city street | vehicle | road | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7671.jpg,['traffic light | traffic | intersection | city street | vehicle | road | street | car | drive | green | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7672.jpg,['traffic light | traffic | intersection | city street | vehicle | light | road | street | car | drive | green'],weather,a view of a street intersection on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7673.jpg,['rain | traffic | intersection | city street | vehicle | road | street | car | snow | drive | snowy | wet'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7674.jpg,['rain | traffic | intersection | city street | vehicle | road | street | car | drive | wet'],weather,it is a rainy day and it is raining,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7675.jpg,['rain | traffic | city street | vehicle | road | parking lot | street | car | drive'],weather,a rainy day in a shopping district on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7676.jpg,['rain | traffic | city street | vehicle | road | street | car | drive | wet'],weather,a view of a street intersection on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7677.jpg,['traffic | city street | vehicle | road | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7678.jpg,['traffic | highway | city street | vehicle | road | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7679.jpg,['rain | traffic | city street | vehicle | road | street | car | drive'],weather,a view of a city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame768.jpg,['rain | traffic | highway | road | car | drive | green | wet'],weather,a view of a car's dashboard on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7680.jpg,['traffic | city street | vehicle | road | street | car | drive'],weather,a view of a street intersection on a snowy day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame7681.jpg,['rain | traffic | city street | vehicle | road | street | car | truck | drive | wet'],weather,a view of a street intersection on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7682.jpg,['rain | traffic | highway | vehicle | road | street | car | snow | drive'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame7683.jpg,['traffic | vehicle | town | road | street | car | snow | drive | snowy'],weather,a view of a street intersection on a snowy day,Rainy,0
